H, DEN
293750.0,2.1949183677295427e-11
294000.0,2.1830213499813288e-11
294250.0,2.1711913910673433e-11
294500.0,2.1594279037729703e-11
294750.0,2.1477303008835908e-11
295000.0,2.1360979951845886e-11
295250.0,2.1245303994613456e-11
295500.0,2.1130269264992446e-11
295750.0,2.1015869890836683e-11
296000.0,2.0902100000000004e-11
296250.0,2.078895396628271e-11
296500.0,2.067642714727115e-11
296750.0,2.0564515146498142e-11
297000.0,2.04532135674965e-11
297250.0,2.0342518013799053e-11
297500.0,2.023242408893863e-11
297750.0,2.012292739644804e-11
298000.0,2.001402353986012e-11
298250.0,1.9905708122707697e-11
298500.0,1.9797976748523575e-11
298750.0,1.9690825020840602e-11
299000.0,1.9584248543191586e-11
299250.0,1.947824291910935e-11
299500.0,1.9372803752126715e-11
299750.0,1.9267926645776518e-11
300000.0,1.9163607203591576e-11
300250.0,1.9059841029104707e-11
300500.0,1.895662372584875e-11
300750.0,1.8853950897356506e-11
301000.0,1.8751818147160813e-11
301250.0,1.8650221078794495e-11
301500.0,1.8549155295790368e-11
301750.0,1.8448616401681262e-11
302000.0,1.83486e-11
302250.0,1.824910185173937e-11
302500.0,1.815011834773207e-11
302750.0,1.8051646036270747e-11
303000.0,1.795368146564806e-11
303250.0,1.7856221184156667e-11
303500.0,1.775926174008923e-11
303750.0,1.766279968173839e-11
304000.0,1.7566831557396822e-11
304250.0,1.747135391535718e-11
304500.0,1.737636330391211e-11
304750.0,1.7281856271354286e-11
305000.0,1.718782936597635e-11
305250.0,1.7094279136070963e-11
305500.0,1.7001202129930783e-11
305750.0,1.6908594895848477e-11
306000.0,1.6816453982116683e-11
306250.0,1.672477593702807e-11
306500.0,1.66335573088753e-11
306750.0,1.6542794645951013e-11
307000.0,1.6452484496547883e-11
307250.0,1.6362623408958558e-11
307500.0,1.62732079314757e-11
307750.0,1.6184234612391958e-11
308000.0,1.60957e-11
308250.0,1.6007600996551454e-11
308500.0,1.5919935920133896e-11
308750.0,1.583270344279387e-11
309000.0,1.574590223657792e-11
309250.0,1.5659530973532597e-11
309500.0,1.5573588325704458e-11
309750.0,1.5488072965140036e-11
310000.0,1.5402983563885892e-11
310250.0,1.531831879398857e-11
310500.0,1.523407732749461e-11
310750.0,1.5150257836450577e-11
311000.0,1.5066858992903006e-11
311250.0,1.4983879468898445e-11
311500.0,1.4901317936483447e-11
311750.0,1.4819173067704563e-11
312000.0,1.4737443534608332e-11
312250.0,1.4656128009241312e-11
312500.0,1.457522516365005e-11
312750.0,1.4494733669881085e-11
313000.0,1.4414652199980974e-11
313250.0,1.4334979425996262e-11
313500.0,1.4255714019973494e-11
313750.0,1.4176854653959222e-11
314000.0,1.40984e-11
314250.0,1.4020348401059427e-11
314500.0,1.3942696883769379e-11
314750.0,1.3865442145678778e-11
315000.0,1.378858088433655e-11
315250.0,1.3712109797291622e-11
315500.0,1.3636025582092935e-11
315750.0,1.35603249362894e-11
316000.0,1.3485004557429956e-11
316250.0,1.3410061143063532e-11
316500.0,1.3335491390739042e-11
316750.0,1.3261291998005432e-11
317000.0,1.3187459662411621e-11
317250.0,1.3113991081506535e-11
317500.0,1.30408829528391e-11
317750.0,1.2968131973958255e-11
318000.0,1.2895734842412919e-11
318250.0,1.282368825575202e-11
318500.0,1.2751988911524496e-11
318750.0,1.2680633507279261e-11
319000.0,1.2609618740565252e-11
319250.0,1.2538941308931393e-11
319500.0,1.246859790992661e-11
319750.0,1.2398585241099835e-11
320000.0,1.2328900000000001e-11
320250.0,1.2259540989488599e-11
320500.0,1.2190515433677475e-11
320750.0,1.2121832661991027e-11
321000.0,1.2053502003853657e-11
321250.0,1.1985532788689779e-11
321500.0,1.1917934345923799e-11
321750.0,1.1850716004980116e-11
322000.0,1.1783887095283146e-11
322250.0,1.1717456946257298e-11
322500.0,1.1651434887326964e-11
322750.0,1.1585830247916565e-11
323000.0,1.1520652357450504e-11
323250.0,1.1455910545353182e-11
323500.0,1.1391614141049008e-11
323750.0,1.1327772473962395e-11
324000.0,1.1264394873517742e-11
324250.0,1.120149066913946e-11
324500.0,1.1139069190251958e-11
324750.0,1.1077139766279632e-11
325000.0,1.1015711726646902e-11
325250.0,1.0954794400778165e-11
325500.0,1.089439711809783e-11
325750.0,1.0834529208030305e-11
326000.0,1.0775200000000002e-11
326250.0,1.0716411867693328e-11
326500.0,1.0658139361844786e-11
326750.0,1.0600350077450867e-11
327000.0,1.0543011609508073e-11
327250.0,1.0486091553012903e-11
327500.0,1.0429557502961867e-11
327750.0,1.0373377054351451e-11
328000.0,1.031751780217817e-11
328250.0,1.026194734143852e-11
328500.0,1.0206633267128997e-11
328750.0,1.0151543174246112e-11
329000.0,1.0096644657786357e-11
329250.0,1.0041905312746234e-11
329500.0,9.987292734122246e-12
329750.0,9.932774516910899e-12
330000.0,9.878318256108683e-12
330250.0,9.823891546712106e-12
330500.0,9.769461983717672e-12
330750.0,9.714997162121872e-12
331000.0,9.660464676921214e-12
331250.0,9.605832123112198e-12
331500.0,9.55106709569132e-12
331750.0,9.496137189655086e-12
332000.0,9.441010000000002e-12
332250.0,9.38567991430404e-12
332500.0,9.330248490471155e-12
332750.0,9.274844078986757e-12
333000.0,9.219595030336271e-12
333250.0,9.164629695005123e-12
333500.0,9.110076423478737e-12
333750.0,9.05606356624253e-12
334000.0,9.002719473781933e-12
334250.0,8.950172496582364e-12
334500.0,8.898550985129246e-12
334750.0,8.847983289908007e-12
335000.0,8.798597761404064e-12
335250.0,8.75052275010284e-12
335500.0,8.703886606489761e-12
335750.0,8.658817681050252e-12
336000.0,8.615444324269732e-12
336250.0,8.573894886633626e-12
336500.0,8.534297718627357e-12
336750.0,8.496781170736346e-12
337000.0,8.46147359344602e-12
337250.0,8.428503337241801e-12
337500.0,8.397998752609107e-12
337750.0,8.370088190033364e-12
338000.0,8.3449e-12
338250.0,8.322500823180773e-12
338500.0,8.302710460992819e-12
338750.0,8.285287005039609e-12
339000.0,8.269988546924618e-12
339250.0,8.256573178251318e-12
339500.0,8.244798990623187e-12
339750.0,8.23442407564369e-12
340000.0,8.225206524916311e-12
340250.0,8.216904430044517e-12
340500.0,8.20927588263178e-12
340750.0,8.202078974281583e-12
341000.0,8.195071796597388e-12
341250.0,8.188012441182674e-12
341500.0,8.180658999640913e-12
341750.0,8.172769563575587e-12
342000.0,8.164102224590156e-12
342250.0,8.1544150742881e-12
342500.0,8.143466204272896e-12
342750.0,8.131013706148012e-12
343000.0,8.116815671516925e-12
343250.0,8.100630191983106e-12
343500.0,8.08221535915003e-12
343750.0,8.06132926462117e-12
344000.0,8.03773e-12
344250.0,8.01124687254462e-12
344500.0,7.981994052131643e-12
344750.0,7.950156924292307e-12
345000.0,7.915920874557848e-12
345250.0,7.879471288459505e-12
345500.0,7.840993551528517e-12
345750.0,7.80067304929612e-12
346000.0,7.758695167293557e-12
346250.0,7.715245291052065e-12
346500.0,7.670508806102876e-12
346750.0,7.624671097977238e-12
347000.0,7.577917552206383e-12
347250.0,7.530433554321547e-12
347500.0,7.482404489853974e-12
347750.0,7.4340157443349e-12
348000.0,7.385452703295564e-12
348250.0,7.336900752267202e-12
348500.0,7.288545276781055e-12
348750.0,7.240571662368359e-12
349000.0,7.193165294560354e-12
349250.0,7.146511558888277e-12
349500.0,7.100795840883367e-12
349750.0,7.056203526076861e-12
350000.0,7.012920000000001e-12
350250.0,6.971087920726388e-12
350500.0,6.930679036499123e-12
350750.0,6.891622368103664e-12
351000.0,6.853846936325472e-12
351250.0,6.817281761950011e-12
351500.0,6.781855865762743e-12
351750.0,6.74749826854913e-12
352000.0,6.714137991094635e-12
352250.0,6.6817040541847225e-12
352500.0,6.650125478604849e-12
352750.0,6.619331285140483e-12
353000.0,6.589250494577084e-12
353250.0,6.559812127700112e-12
353500.0,6.530945205295032e-12
353750.0,6.5025787481473085e-12
354000.0,6.474641777042398e-12
354250.0,6.447063312765768e-12
354500.0,6.419772376102881e-12
354750.0,6.392697987839195e-12
355000.0,6.365769168760176e-12
355250.0,6.338914939651284e-12
355500.0,6.312064321297981e-12
355750.0,6.285146334485732e-12
356000.0,6.258089999999999e-12
356250.0,6.2308392114769005e-12
356500.0,6.2033973539551925e-12
356750.0,6.175782685324285e-12
357000.0,6.148013463473594e-12
357250.0,6.120107946292529e-12
357500.0,6.092084391670504e-12
357750.0,6.063961057496929e-12
358000.0,6.0357562016612206e-12
358250.0,6.007488082052789e-12
358500.0,5.979174956561046e-12
358750.0,5.9508350830754066e-12
359000.0,5.92248671948528e-12
359250.0,5.89414812368008e-12
359500.0,5.865837553549217e-12
359750.0,5.8375732669821084e-12
360000.0,5.809373521868163e-12
360250.0,5.781256576096794e-12
360500.0,5.753240687557415e-12
360750.0,5.725344114139437e-12
361000.0,5.697585113732272e-12
361250.0,5.669981944225334e-12
361500.0,5.6425528635080335e-12
361750.0,5.615316129469785e-12
362000.0,5.588290000000001e-12
362250.0,5.561488735970171e-12
362500.0,5.534910610180104e-12
362750.0,5.508549898411691e-12
363000.0,5.482400876446816e-12
363250.0,5.456457820067368e-12
363500.0,5.430715005055238e-12
363750.0,5.405166707192308e-12
364000.0,5.379807202260471e-12
364250.0,5.3546307660416136e-12
364500.0,5.329631674317621e-12
364750.0,5.3048042028703876e-12
365000.0,5.280142627481794e-12
365250.0,5.255641223933731e-12
365500.0,5.231294268008086e-12
365750.0,5.207096035486749e-12
366000.0,5.183040802151605e-12
366250.0,5.159122843784543e-12
366500.0,5.135336436167454e-12
366750.0,5.111675855082221e-12
367000.0,5.088135376310733e-12
367250.0,5.06470927563488e-12
367500.0,5.041391828836548e-12
367750.0,5.018177311697625e-12
368000.0,4.99506e-12
368250.0,4.97203525436464e-12
368500.0,4.949102774768835e-12
368750.0,4.926263346028955e-12
369000.0,4.903517752961366e-12
369250.0,4.88086678038244e-12
369500.0,4.858311213108548e-12
369750.0,4.835851835956054e-12
370000.0,4.813489433741333e-12
370250.0,4.791224791280752e-12
370500.0,4.7690586933906794e-12
370750.0,4.746991924887487e-12
371000.0,4.725025270587543e-12
371250.0,4.703159515307215e-12
371500.0,4.681395443862874e-12
371750.0,4.6597338410708904e-12
372000.0,4.638175491747631e-12
372250.0,4.616721180709466e-12
372500.0,4.595371692772767e-12
372750.0,4.5741278127539e-12
373000.0,4.552990325469237e-12
373250.0,4.531960015735147e-12
373500.0,4.511037668367997e-12
373750.0,4.4902240681841575e-12
374000.0,4.46952e-12
374250.0,4.448925967057379e-12
374500.0,4.428441346300111e-12
374750.0,4.408065233097495e-12
375000.0,4.3877967228188314e-12
375250.0,4.367634910833424e-12
375500.0,4.347578892510573e-12
375750.0,4.327627763219579e-12
376000.0,4.3077806183297464e-12
376250.0,4.288036553210374e-12
376500.0,4.268394663230762e-12
376750.0,4.2488540437602155e-12
377000.0,4.229413790168033e-12
377250.0,4.210072997823516e-12
377500.0,4.1908307620959666e-12
377750.0,4.171686178354687e-12
378000.0,4.152638341968977e-12
378250.0,4.133686348308139e-12
378500.0,4.114829292741476e-12
378750.0,4.0960662706382845e-12
379000.0,4.0773963773678715e-12
379250.0,4.058818708299534e-12
379500.0,4.040332358802575e-12
379750.0,4.021936424246296e-12
380000.0,4.003629999999999e-12
380250.0,3.9854122793155606e-12
380500.0,3.967282846975164e-12
380750.0,3.949241385643567e-12
381000.0,3.931287577985528e-12
381250.0,3.913421106665805e-12
381500.0,3.895641654349158e-12
381750.0,3.877948903700343e-12
382000.0,3.860342537384121e-12
382250.0,3.84282223806525e-12
382500.0,3.825387688408487e-12
382750.0,3.808038571078593e-12
383000.0,3.790774568740324e-12
383250.0,3.773595364058439e-12
383500.0,3.756500639697697e-12
383750.0,3.739490078322857e-12
384000.0,3.722563362598676e-12
384250.0,3.705720175189913e-12
384500.0,3.688960198761328e-12
384750.0,3.672283115977678e-12
385000.0,3.655688609503721e-12
385250.0,3.6391763620042165e-12
385500.0,3.6227460561439226e-12
385750.0,3.606397374587597e-12
386000.0,3.59013e-12
386250.0,3.573943560790326e-12
386500.0,3.5578374683455265e-12
386750.0,3.5418110797969864e-12
387000.0,3.5258637522760923e-12
387250.0,3.5099948429142324e-12
387500.0,3.494203708842794e-12
387750.0,3.478489707193162e-12
388000.0,3.462852195096726e-12
388250.0,3.4472905296848725e-12
388500.0,3.4318040680889855e-12
388750.0,3.4163921674404563e-12
389000.0,3.4010541848706694e-12
389250.0,3.3857894775110113e-12
389500.0,3.3705974024928686e-12
389750.0,3.3554773169476316e-12
390000.0,3.3404285780066837e-12
390250.0,3.3254505428014143e-12
390500.0,3.3105425684632093e-12
390750.0,3.295704012123455e-12
391000.0,3.2809342309135395e-12
391250.0,3.2662325819648492e-12
391500.0,3.2515984224087714e-12
391750.0,3.237031109376692e-12
392000.0,3.22253e-12
392250.0,3.208094624079844e-12
392500.0,3.1937252020964335e-12
392750.0,3.1794221271997392e-12
393000.0,3.1651857925397313e-12
393250.0,3.1510165912663832e-12
393500.0,3.1369149165296655e-12
393750.0,3.1228811614795487e-12
394000.0,3.1089157192660062e-12
394250.0,3.095018983039009e-12
394500.0,3.081191345948527e-12
394750.0,3.067433201144533e-12
395000.0,3.053744941776999e-12
395250.0,3.040126960995894e-12
395500.0,3.026579651951191e-12
395750.0,3.0131034077928634e-12
396000.0,2.999698621670879e-12
396250.0,2.986365686735211e-12
396500.0,2.9731049961358322e-12
396750.0,2.9599169430227118e-12
397000.0,2.946801920545822e-12
397250.0,2.933760321855135e-12
397500.0,2.9207925401006203e-12
397750.0,2.9078989684322517e-12
398000.0,2.8950799999999994e-12
398250.0,2.8823357857722386e-12
398500.0,2.8696655079909598e-12
398750.0,2.8570681067165577e-12
399000.0,2.844542522009424e-12
399250.0,2.8320876939299538e-12
399500.0,2.819702562538542e-12
399750.0,2.8073860678955804e-12
400000.0,2.795137150061465e-12
400250.0,2.782954749096589e-12
400500.0,2.7708378050613448e-12
400750.0,2.7587852580161292e-12
401000.0,2.7467960480213344e-12
401250.0,2.7348691151373534e-12
401500.0,2.723003399424581e-12
401750.0,2.711197840943412e-12
402000.0,2.699451379754239e-12
402250.0,2.6877629559174566e-12
402500.0,2.6761315094934593e-12
402750.0,2.664555980542639e-12
403000.0,2.6530353091253918e-12
403250.0,2.6415684353021104e-12
403500.0,2.6301542991331883e-12
403750.0,2.6187918406790197e-12
404000.0,2.6074800000000005e-12
404250.0,2.5962178585545775e-12
404500.0,2.5850050633934274e-12
404750.0,2.5738414029652804e-12
405000.0,2.5627266657188667e-12
405250.0,2.551660640102918e-12
405500.0,2.540643114566165e-12
405750.0,2.529673877557336e-12
406000.0,2.5187527175251657e-12
406250.0,2.5078794229183823e-12
406500.0,2.4970537821857163e-12
406750.0,2.4862755837759e-12
407000.0,2.475544616137663e-12
407250.0,2.4648606677197363e-12
407500.0,2.4542235269708495e-12
407750.0,2.4436329823397354e-12
408000.0,2.433088822275123e-12
408250.0,2.4225908352257442e-12
408500.0,2.4121388096403296e-12
408750.0,2.4017325339676088e-12
409000.0,2.3913717966563138e-12
409250.0,2.381056386155175e-12
409500.0,2.370786090912922e-12
409750.0,2.3605606993782867e-12
410000.0,2.35038e-12
410250.0,2.3402437818902367e-12
410500.0,2.330151836814959e-12
410750.0,2.3201039572035707e-12
411000.0,2.3100999354854775e-12
411250.0,2.3001395640900848e-12
411500.0,2.290222635446798e-12
411750.0,2.280348941985023e-12
412000.0,2.270518276134165e-12
412250.0,2.26073043032363e-12
412500.0,2.250985196982822e-12
412750.0,2.241282368541148e-12
413000.0,2.231621737428013e-12
413250.0,2.2220030960728213e-12
413500.0,2.212426236904979e-12
413750.0,2.2028909523538938e-12
414000.0,2.193397034848968e-12
414250.0,2.183944276819608e-12
414500.0,2.1745324706952207e-12
414750.0,2.1651614089052092e-12
415000.0,2.1558308838789807e-12
415250.0,2.1465406880459403e-12
415500.0,2.137290613835493e-12
415750.0,2.128080453677044e-12
416000.0,2.11891e-12
416250.0,2.1097790538150274e-12
416500.0,2.100687450457846e-12
416750.0,2.091635033845436e-12
417000.0,2.0826216478947773e-12
417250.0,2.073647136522852e-12
417500.0,2.0647113436466406e-12
417750.0,2.055814113183123e-12
418000.0,2.0469552890492815e-12
418250.0,2.038134715162096e-12
418500.0,2.029352235438547e-12
418750.0,2.020607693795617e-12
419000.0,2.011900934150285e-12
419250.0,2.003231800419532e-12
419500.0,1.9946001365203387e-12
419750.0,1.9860057863696875e-12
420000.0,1.9774485938845574e-12
420250.0,1.9689284029819296e-12
420500.0,1.9604450575787865e-12
420750.0,1.9519984015921066e-12
421000.0,1.943588278938872e-12
421250.0,1.9352145335360637e-12
421500.0,1.926877009300661e-12
421750.0,1.9185755501496465e-12
422000.0,1.91031e-12
422250.0,1.9020802104596048e-12
422500.0,1.893886063899952e-12
422750.0,1.885727450383436e-12
423000.0,1.8776042599724487e-12
423250.0,1.8695163827293847e-12
423500.0,1.8614637087166384e-12
423750.0,1.8534461279966012e-12
424000.0,1.8454635306316687e-12
424250.0,1.8375158066842333e-12
424500.0,1.829602846216689e-12
424750.0,1.8217245392914295e-12
425000.0,1.8138807759708477e-12
425250.0,1.8060714463173372e-12
425500.0,1.7982964403932915e-12
425750.0,1.7905556482611055e-12
426000.0,1.7828489599831707e-12
426250.0,1.7751762656218822e-12
426500.0,1.7675374552396333e-12
426750.0,1.7599324188988165e-12
427000.0,1.7523610466618262e-12
427250.0,1.744823228591056e-12
427500.0,1.737318854748899e-12
427750.0,1.7298478151977489e-12
428000.0,1.72241e-12
428250.0,1.7150052982122934e-12
428500.0,1.7076335948682712e-12
428750.0,1.7002947739958219e-12
429000.0,1.6929887196228348e-12
429250.0,1.6857153157771994e-12
429500.0,1.678474446486806e-12
429750.0,1.6712659957795427e-12
430000.0,1.6640898476833003e-12
430250.0,1.6569458862259682e-12
430500.0,1.6498339954354341e-12
430750.0,1.6427540593395902e-12
431000.0,1.635705961966324e-12
431250.0,1.6286895873435253e-12
431500.0,1.6217048194990835e-12
431750.0,1.6147515424608893e-12
432000.0,1.6078296402568304e-12
432250.0,1.6009389969147973e-12
432500.0,1.5940794964626798e-12
432750.0,1.5872510229283665e-12
433000.0,1.5804534603397473e-12
433250.0,1.5736866927247117e-12
433500.0,1.5669506041111485e-12
433750.0,1.5602450785269482e-12
434000.0,1.55357e-12
434250.0,1.5469252872294134e-12
434500.0,1.5403109975991841e-12
434750.0,1.5337272231645266e-12
435000.0,1.5271740559806561e-12
435250.0,1.5206515881027876e-12
435500.0,1.5141599115861373e-12
435750.0,1.507699118485919e-12
436000.0,1.501269300857349e-12
436250.0,1.494870550755643e-12
436500.0,1.4885029602360146e-12
436750.0,1.4821666213536806e-12
437000.0,1.4758616261638555e-12
437250.0,1.4695880667217542e-12
437500.0,1.4633460350825923e-12
437750.0,1.4571356233015858e-12
438000.0,1.4509569234339487e-12
438250.0,1.4448100275348968e-12
438500.0,1.438695027659646e-12
438750.0,1.4326120158634103e-12
439000.0,1.4265610842014056e-12
439250.0,1.4205423247288468e-12
439500.0,1.4145558295009494e-12
439750.0,1.4086016905729288e-12
440000.0,1.4026800000000002e-12
440250.0,1.3967907519441246e-12
440500.0,1.3909335489942502e-12
440750.0,1.3851078958460714e-12
441000.0,1.3793132971952814e-12
441250.0,1.3735492577375746e-12
441500.0,1.367815282168645e-12
441750.0,1.362110875184186e-12
442000.0,1.356435541479893e-12
442250.0,1.3507887857514596e-12
442500.0,1.3451701126945788e-12
442750.0,1.3395790270049457e-12
443000.0,1.3340150333782539e-12
443250.0,1.328477636510197e-12
443500.0,1.3229663410964697e-12
443750.0,1.3174806518327662e-12
444000.0,1.3120200734147796e-12
444250.0,1.3065841105382049e-12
444500.0,1.301172267898736e-12
444750.0,1.2957840501920657e-12
445000.0,1.2904189621138895e-12
445250.0,1.2850765083599007e-12
445500.0,1.2797561936257935e-12
445750.0,1.2744575226072617e-12
446000.0,1.26918e-12
446250.0,1.263923213240615e-12
446500.0,1.258687080729369e-12
446750.0,1.2534716036074377e-12
447000.0,1.2482767830159958e-12
447250.0,1.2431026200962186e-12
447500.0,1.2379491159892826e-12
447750.0,1.232816271836361e-12
448000.0,1.2277040887786314e-12
448250.0,1.222612567957268e-12
448500.0,1.2175417105134456e-12
448750.0,1.212491517588341e-12
449000.0,1.2074619903231286e-12
449250.0,1.2024531298589835e-12
449500.0,1.1974649373370812e-12
449750.0,1.1924974138985978e-12
450000.0,1.1875505606847078e-12
450250.0,1.1826243788365866e-12
450500.0,1.1777188694954102e-12
450750.0,1.1728340338023533e-12
451000.0,1.1679698728985911e-12
451250.0,1.1631263879252997e-12
451500.0,1.1583035800236535e-12
451750.0,1.1535014503348283e-12
452000.0,1.1487200000000002e-12
452250.0,1.1439592068700347e-12
452500.0,1.1392189556345682e-12
452750.0,1.134499107692927e-12
453000.0,1.129799524444438e-12
453250.0,1.125120067288428e-12
453500.0,1.1204605976242244e-12
453750.0,1.1158209768511532e-12
454000.0,1.1112010663685421e-12
454250.0,1.1066007275757172e-12
454500.0,1.1020198218720057e-12
454750.0,1.0974582106567349e-12
455000.0,1.0929157553292312e-12
455250.0,1.0883923172888215e-12
455500.0,1.083887757934832e-12
455750.0,1.079401938666591e-12
456000.0,1.0749347208834243e-12
456250.0,1.070485965984659e-12
456500.0,1.0660555353696222e-12
456750.0,1.0616432904376405e-12
457000.0,1.057249092588041e-12
457250.0,1.0528728032201502e-12
457500.0,1.0485142837332953e-12
457750.0,1.0441733955268027e-12
458000.0,1.03985e-12
458250.0,1.0355439752659349e-12
458500.0,1.0312552662925424e-12
458750.0,1.0269838347614786e-12
459000.0,1.0227296423543991e-12
459250.0,1.0184926507529607e-12
459500.0,1.0142728216388191e-12
459750.0,1.0100701166936302e-12
460000.0,1.0058844975990508e-12
460250.0,1.0017159260367366e-12
460500.0,9.975643636883434e-13
460750.0,9.934297722355283e-13
461000.0,9.893121133599463e-13
461250.0,9.852113487432535e-13
461500.0,9.811274400671068e-13
461750.0,9.77060349013162e-13
462000.0,9.730100372630753e-13
462250.0,9.689764664985026e-13
462500.0,9.649595984011002e-13
462750.0,9.609593946525235e-13
463000.0,9.569758169344299e-13
463250.0,9.530088269284746e-13
463500.0,9.490583863163135e-13
463750.0,9.451244567796033e-13
464000.0,9.41207e-13
464250.0,9.373059735187712e-13
464500.0,9.33421318315632e-13
464750.0,9.295529712299088e-13
465000.0,9.257008691009278e-13
465250.0,9.218649487680156e-13
465500.0,9.180451470704988e-13
465750.0,9.142414008477038e-13
466000.0,9.104536469389573e-13
466250.0,9.066818221835856e-13
466500.0,9.02925863420915e-13
466750.0,8.991857074902725e-13
467000.0,8.954612912309842e-13
467250.0,8.917525514823765e-13
467500.0,8.880594250837761e-13
467750.0,8.843818488745097e-13
468000.0,8.807197596939032e-13
468250.0,8.770730943812835e-13
468500.0,8.734417897759775e-13
468750.0,8.698257827173106e-13
469000.0,8.662250100446103e-13
469250.0,8.626394085972024e-13
469500.0,8.590689152144139e-13
469750.0,8.555134667355707e-13
470000.0,8.519730000000001e-13
470250.0,8.484474536479842e-13
470500.0,8.449367735236329e-13
470750.0,8.414409072720118e-13
471000.0,8.379598025381863e-13
471250.0,8.344934069672221e-13
471500.0,8.310416682041855e-13
471750.0,8.276045338941414e-13
472000.0,8.241819516821564e-13
472250.0,8.207738692132958e-13
472500.0,8.17380234132625e-13
472750.0,8.140009940852104e-13
473000.0,8.106360967161172e-13
473250.0,8.072854896704112e-13
473500.0,8.03949120593158e-13
473750.0,8.006269371294238e-13
474000.0,7.973188869242738e-13
474250.0,7.94024917622774e-13
474500.0,7.907449768699904e-13
474750.0,7.874790123109878e-13
475000.0,7.842269715908328e-13
475250.0,7.809888023545909e-13
475500.0,7.777644522473275e-13
475750.0,7.745538689141086e-13
476000.0,7.71357e-13
476250.0,7.681737932694996e-13
476500.0,7.650041969648359e-13
476750.0,7.618481594476694e-13
477000.0,7.587056290796605e-13
477250.0,7.555765542224701e-13
477500.0,7.524608832377588e-13
477750.0,7.49358564487187e-13
478000.0,7.462695463324158e-13
478250.0,7.431937771351057e-13
478500.0,7.401312052569168e-13
478750.0,7.370817790595106e-13
479000.0,7.34045446904547e-13
479250.0,7.310221571536868e-13
479500.0,7.280118581685909e-13
479750.0,7.250144983109198e-13
480000.0,7.22030025942334e-13
480250.0,7.190583894244944e-13
480500.0,7.160995371190616e-13
480750.0,7.131534173876959e-13
481000.0,7.102199785920582e-13
481250.0,7.072991690938093e-13
481500.0,7.043909372546093e-13
481750.0,7.014952314361193e-13
482000.0,6.98612e-13
482250.0,6.957411919227434e-13
482500.0,6.928827586401712e-13
482750.0,6.900366522029359e-13
483000.0,6.872028246616901e-13
483250.0,6.843812280670867e-13
483500.0,6.81571814469779e-13
483750.0,6.787745359204192e-13
484000.0,6.759893444696606e-13
484250.0,6.732161921681562e-13
484500.0,6.704550310665583e-13
484750.0,6.677058132155203e-13
485000.0,6.649684906656947e-13
485250.0,6.622430154677343e-13
485500.0,6.595293396722921e-13
485750.0,6.568274153300212e-13
486000.0,6.541371944915741e-13
486250.0,6.514586292076037e-13
486500.0,6.487916715287631e-13
486750.0,6.461362735057048e-13
487000.0,6.434923871890818e-13
487250.0,6.40859964629547e-13
487500.0,6.382389578777531e-13
487750.0,6.356293189843531e-13
488000.0,6.33031e-13
488250.0,6.3044395343478e-13
488500.0,6.278681336365155e-13
488750.0,6.253034954124619e-13
489000.0,6.227499935698753e-13
489250.0,6.20207582916011e-13
489500.0,6.176762182581251e-13
489750.0,6.151558544034729e-13
490000.0,6.126464461593106e-13
490250.0,6.101479483328939e-13
490500.0,6.076603157314782e-13
490750.0,6.051835031623197e-13
491000.0,6.027174654326738e-13
491250.0,6.002621573497962e-13
491500.0,5.978175337209427e-13
491750.0,5.953835493533693e-13
492000.0,5.929601590543314e-13
492250.0,5.90547317631085e-13
492500.0,5.881449798908857e-13
492750.0,5.857531006409891e-13
493000.0,5.833716346886511e-13
493250.0,5.810005368411277e-13
493500.0,5.786397619056739e-13
493750.0,5.762892646895461e-13
494000.0,5.739490000000001e-13
494250.0,5.716189232299181e-13
494500.0,5.692989921146922e-13
494750.0,5.66989164975341e-13
495000.0,5.646894001328829e-13
495250.0,5.623996559083365e-13
495500.0,5.601198906227207e-13
495750.0,5.57850062597054e-13
496000.0,5.555901301523551e-13
496250.0,5.533400516096427e-13
496500.0,5.51099785289935e-13
496750.0,5.488692895142513e-13
497000.0,5.466485226036098e-13
497250.0,5.444374428790295e-13
497500.0,5.422360086615285e-13
497750.0,5.400441782721258e-13
498000.0,5.378619100318403e-13
498250.0,5.356891622616899e-13
498500.0,5.33525893282694e-13
498750.0,5.31372061415871e-13
499000.0,5.292276249822393e-13
499250.0,5.270925423028178e-13
499500.0,5.249667716986249e-13
499750.0,5.228502714906795e-13
500000.0,5.20743e-13
500250.0,5.186449158707077e-13
500500.0,5.16555979039333e-13
500750.0,5.144761497655088e-13
501000.0,5.124053883088678e-13
501250.0,5.103436549290432e-13
501500.0,5.082909098856678e-13
501750.0,5.062471134383743e-13
502000.0,5.04212225846796e-13
502250.0,5.021862073705654e-13
502500.0,5.001690182693157e-13
502750.0,4.981606188026797e-13
503000.0,4.961609692302904e-13
503250.0,4.941700298117803e-13
503500.0,4.921877608067829e-13
503750.0,4.902141224749305e-13
504000.0,4.882490750758564e-13
504250.0,4.862925788691934e-13
504500.0,4.843445941145745e-13
504750.0,4.824050810716323e-13
505000.0,4.80474e-13
505250.0,4.785513117977631e-13
505500.0,4.766369799168193e-13
505750.0,4.747309684475181e-13
506000.0,4.7283324148021e-13
506250.0,4.709437631052448e-13
506500.0,4.69062497412973e-13
506750.0,4.671894084937443e-13
507000.0,4.65324460437909e-13
507250.0,4.634676173358171e-13
507500.0,4.616188432778187e-13
507750.0,4.597781023542641e-13
