H, DEN
143000.0,3.3792961970509242e-09
143250.0,3.3157124784385545e-09
143500.0,3.253402798450029e-09
143750.0,3.192354892890458e-09
144000.0,3.132556497564947e-09
144250.0,3.073995348278605e-09
144500.0,3.0166591808365396e-09
144750.0,2.960535731043859e-09
145000.0,2.9056127347056707e-09
145250.0,2.8518779276270827e-09
145500.0,2.7993190456132026e-09
145750.0,2.747923824469139e-09
146000.0,2.6976800000000006e-09
146250.0,2.6485747734110294e-09
146500.0,2.600593207508025e-09
146750.0,2.5537198304969184e-09
147000.0,2.5079391705836443e-09
147250.0,2.463235755974134e-09
147500.0,2.4195941148743225e-09
147750.0,2.376998775490142e-09
148000.0,2.3354342660275266e-09
148250.0,2.2948851146924087e-09
148500.0,2.2553358496907222e-09
148750.0,2.2167709992284004e-09
149000.0,2.1791750915113766e-09
149250.0,2.142532654745583e-09
149500.0,2.1068282171369527e-09
149750.0,2.0720463068914213e-09
150000.0,2.0381714522149195e-09
150250.0,2.005188181313382e-09
150500.0,1.9730810223927415e-09
150750.0,1.9418345036589316e-09
151000.0,1.911433153317885e-09
151250.0,1.8818614995755356e-09
151500.0,1.8531040706378157e-09
151750.0,1.8251453947106594e-09
152000.0,1.79797e-09
152250.0,1.7715606845159276e-09
152500.0,1.7458933254851667e-09
152750.0,1.7209420699385988e-09
153000.0,1.696681064907104e-09
153250.0,1.6730844574215647e-09
153500.0,1.6501263945128621e-09
153750.0,1.6277810232118767e-09
154000.0,1.6060224905494913e-09
154250.0,1.5848249435565865e-09
154500.0,1.564162529264043e-09
154750.0,1.5440093947027438e-09
155000.0,1.5243396869035687e-09
155250.0,1.5051275528973992e-09
155500.0,1.4863471397151172e-09
155750.0,1.4679725943876042e-09
156000.0,1.449978063945741e-09
156250.0,1.4323376954204094e-09
156500.0,1.4150256358424906e-09
156750.0,1.3980160322428657e-09
157000.0,1.3812830316524164e-09
157250.0,1.3648007811020238e-09
157500.0,1.348543427622569e-09
157750.0,1.3324851182449339e-09
158000.0,1.3166000000000002e-09
158250.0,1.300866917561716e-09
158500.0,1.285283506176306e-09
158750.0,1.2698520987330608e-09
159000.0,1.2545750281212716e-09
159250.0,1.2394546272302302e-09
159500.0,1.224493228949228e-09
159750.0,1.2096931661675554e-09
160000.0,1.1950567717745052e-09
160250.0,1.180586378659368e-09
160500.0,1.1662843197114348e-09
160750.0,1.152152927819998e-09
161000.0,1.1381945358743481e-09
161250.0,1.1244114767637766e-09
161500.0,1.1108060833775746e-09
161750.0,1.0973806886050345e-09
162000.0,1.0841376253354466e-09
162250.0,1.0710792264581024e-09
162500.0,1.0582078248622942e-09
162750.0,1.0455257534373123e-09
163000.0,1.0330353450724484e-09
163250.0,1.0207389326569938e-09
163500.0,1.0086388490802399e-09
163750.0,9.967374272314781e-10
164000.0,9.850370000000002e-10
164250.0,9.735388254310725e-10
164500.0,9.622398621938676e-10
164750.0,9.511359941135328e-10
165000.0,9.40223105015216e-10
165250.0,9.294970787240644e-10
165500.0,9.189537990652259e-10
165750.0,9.085891498638479e-10
166000.0,8.983990149450787e-10
166250.0,8.883792781340655e-10
166500.0,8.785258232559557e-10
166750.0,8.688345341358979e-10
167000.0,8.593012945990388e-10
167250.0,8.499219884705263e-10
167500.0,8.40692499575508e-10
167750.0,8.31608711739132e-10
168000.0,8.226665087865454e-10
168250.0,8.138617745428962e-10
168500.0,8.051903928333322e-10
168750.0,7.966482474830005e-10
169000.0,7.882312223170494e-10
169250.0,7.799352011606259e-10
169500.0,7.71756067838878e-10
169750.0,7.636897061769534e-10
170000.0,7.557319999999998e-10
170250.0,7.478792850542707e-10
170500.0,7.401297047704452e-10
170750.0,7.324818545003075e-10
171000.0,7.249343295956422e-10
171250.0,7.174857254082343e-10
171500.0,7.101346372898685e-10
171750.0,7.028796605923289e-10
172000.0,6.957193906674011e-10
172250.0,6.886524228668693e-10
172500.0,6.816773525425179e-10
172750.0,6.747927750461323e-10
173000.0,6.679972857294967e-10
173250.0,6.612894799443956e-10
173500.0,6.54667953042614e-10
173750.0,6.48131300375937e-10
174000.0,6.416781172961482e-10
174250.0,6.353069991550333e-10
174500.0,6.290165413043766e-10
174750.0,6.228053390959626e-10
175000.0,6.166719878815763e-10
175250.0,6.106150830130021e-10
175500.0,6.046332198420248e-10
175750.0,5.987249937204291e-10
176000.0,5.928890000000001e-10
176250.0,5.871238810676996e-10
176500.0,5.814284674512027e-10
176750.0,5.758016367133619e-10
177000.0,5.702422664170295e-10
177250.0,5.647492341250579e-10
177500.0,5.593214174003e-10
177750.0,5.539576938056077e-10
178000.0,5.486569409038342e-10
178250.0,5.434180362578316e-10
178500.0,5.382398574304521e-10
178750.0,5.331212819845489e-10
179000.0,5.280611874829741e-10
179250.0,5.230584514885801e-10
179500.0,5.181119515642195e-10
179750.0,5.132205652727448e-10
180000.0,5.083831701770085e-10
180250.0,5.035986438398631e-10
180500.0,4.988658638241612e-10
180750.0,4.941837076927551e-10
181000.0,4.895510530084973e-10
181250.0,4.849667773342406e-10
181500.0,4.804297582328369e-10
181750.0,4.759388732671393e-10
182000.0,4.714930000000001e-10
182250.0,4.670910989503932e-10
182500.0,4.6273246246178056e-10
182750.0,4.5841646583374494e-10
183000.0,4.541424843658695e-10
183250.0,4.4990989335773727e-10
183500.0,4.4571806810893166e-10
183750.0,4.415663839190353e-10
184000.0,4.374542160876318e-10
184250.0,4.333809399143041e-10
184500.0,4.2934593069863523e-10
184750.0,4.253485637402085e-10
185000.0,4.213882143386068e-10
185250.0,4.1746425779341323e-10
185500.0,4.13576069404211e-10
185750.0,4.0972302447058346e-10
186000.0,4.059044982921133e-10
186250.0,4.0211986616838395e-10
186500.0,3.983685033989786e-10
186750.0,3.9464978528347986e-10
187000.0,3.9096308712147136e-10
187250.0,3.8730778421253593e-10
187500.0,3.836832518562568e-10
187750.0,3.8008886535221706e-10
188000.0,3.76524e-10
188250.0,3.7298832729739365e-10
188500.0,3.694827035350081e-10
188750.0,3.660082812016583e-10
189000.0,3.6256621278615915e-10
189250.0,3.591576507773258e-10
189500.0,3.5578374766397344e-10
189750.0,3.5244565593491674e-10
190000.0,3.4914452807897106e-10
190250.0,3.458815165849514e-10
190500.0,3.4265777394167266e-10
190750.0,3.394744526379501e-10
191000.0,3.3633270516259865e-10
191250.0,3.3323368400443315e-10
191500.0,3.3017854165226877e-10
191750.0,3.2716843059492086e-10
192000.0,3.24204503321204e-10
192250.0,3.212879123199335e-10
192500.0,3.184198100799245e-10
192750.0,3.1560134908999166e-10
193000.0,3.1283368183895035e-10
193250.0,3.1011796081561546e-10
193500.0,3.0745533850880203e-10
193750.0,3.048469674073252e-10
194000.0,3.0229400000000003e-10
194250.0,2.9979695680505474e-10
194500.0,2.973538304583718e-10
194750.0,2.949619816252467e-10
195000.0,2.92618770970975e-10
195250.0,2.903215591608524e-10
195500.0,2.880677068601745e-10
195750.0,2.858545747342367e-10
196000.0,2.836795234483349e-10
196250.0,2.815399136677646e-10
196500.0,2.794331060578213e-10
196750.0,2.7735646128380086e-10
197000.0,2.753073400109986e-10
197250.0,2.732831029047103e-10
197500.0,2.712811106302314e-10
197750.0,2.692987238528577e-10
198000.0,2.673333032378847e-10
198250.0,2.653822094506081e-10
198500.0,2.6344280315632345e-10
198750.0,2.6151244502032625e-10
199000.0,2.595884957079123e-10
199250.0,2.576683158843771e-10
199500.0,2.557492662150162e-10
199750.0,2.538287073651253e-10
200000.0,2.51904e-10
200250.0,2.4997317425842865e-10
200500.0,2.4803693817317107e-10
200750.0,2.4609666925047977e-10
201000.0,2.441537449966072e-10
201250.0,2.4220954291780594e-10
201500.0,2.4026544052032855e-10
201750.0,2.383228153104275e-10
202000.0,2.3638304479435544e-10
202250.0,2.344475064783648e-10
202500.0,2.3251757786870808e-10
202750.0,2.3059463647163793e-10
203000.0,2.2868005979340687e-10
203250.0,2.2677522534026725e-10
203500.0,2.2488151061847173e-10
203750.0,2.2300029313427296e-10
204000.0,2.2113295039392326e-10
204250.0,2.192808599036753e-10
204500.0,2.1744539916978166e-10
204750.0,2.1562794569849468e-10
205000.0,2.1382987699606704e-10
205250.0,2.1205257056875122e-10
205500.0,2.1029740392279974e-10
205750.0,2.0856575456446513e-10
206000.0,2.06859e-10
206250.0,2.0517816437592945e-10
206500.0,2.0352285839986965e-10
206750.0,2.0189233941970917e-10
207000.0,2.0028586478333676e-10
207250.0,1.9870269183864115e-10
207500.0,1.971420779335111e-10
207750.0,1.9560328041583518e-10
208000.0,1.9408555663350224e-10
208250.0,1.92588163934401e-10
208500.0,1.9111035966641995e-10
208750.0,1.896514011774481e-10
209000.0,1.8821054581537397e-10
209250.0,1.8678705092808628e-10
209500.0,1.853801738634737e-10
209750.0,1.8398917196942515e-10
210000.0,1.8261330259382915e-10
210250.0,1.8125182308457443e-10
210500.0,1.799039907895498e-10
210750.0,1.7856906305664385e-10
211000.0,1.7724629723374535e-10
211250.0,1.7593495066874304e-10
211500.0,1.7463428070952553e-10
211750.0,1.733435447039816e-10
212000.0,1.72062e-10
212250.0,1.7078903882523755e-10
212500.0,1.6952459292642433e-10
212750.0,1.6826872893005848e-10
213000.0,1.6702151346263816e-10
213250.0,1.6578301315066156e-10
213500.0,1.6455329462062688e-10
213750.0,1.6333242449903224e-10
214000.0,1.6212046941237596e-10
214250.0,1.6091749598715613e-10
214500.0,1.5972357084987095e-10
214750.0,1.5853876062701863e-10
215000.0,1.573631319450973e-10
215250.0,1.5619675143060516e-10
215500.0,1.5503968571004037e-10
215750.0,1.5389200140990122e-10
216000.0,1.527537651566858e-10
216250.0,1.5162504357689231e-10
216500.0,1.5050590329701902e-10
216750.0,1.49396410943564e-10
217000.0,1.4829663314302548e-10
217250.0,1.4720663652190162e-10
217500.0,1.4612648770669063e-10
217750.0,1.4505625332389068e-10
218000.0,1.4399599999999999e-10
218250.0,1.429457619203423e-10
218500.0,1.4190544350554399e-10
218750.0,1.408749167350568e-10
219000.0,1.398540535883327e-10
219250.0,1.3884272604482357e-10
219500.0,1.378408060839813e-10
219750.0,1.3684816568525769e-10
220000.0,1.3586467682810475e-10
220250.0,1.3489021149197431e-10
220500.0,1.3392464165631824e-10
220750.0,1.329678393005885e-10
221000.0,1.3201967640423688e-10
221250.0,1.310800249467153e-10
221500.0,1.3014875690747562e-10
221750.0,1.292257442659698e-10
222000.0,1.2831085900164966e-10
222250.0,1.274039730939671e-10
222500.0,1.2650495852237405e-10
222750.0,1.256136872663223e-10
223000.0,1.2473003130526384e-10
223250.0,1.2385386261865046e-10
223500.0,1.229850531859341e-10
223750.0,1.2212347498656665e-10
224000.0,1.21269e-10
224250.0,1.2042151209003654e-10
224500.0,1.1958094265788122e-10
224750.0,1.1874723498908927e-10
225000.0,1.1792033236921615e-10
225250.0,1.1710017808381726e-10
225500.0,1.1628671541844797e-10
225750.0,1.1547988765866362e-10
226000.0,1.1467963809001965e-10
226250.0,1.1388590999807147e-10
226500.0,1.1309864666837435e-10
226750.0,1.1231779138648382e-10
227000.0,1.1154328743795517e-10
227250.0,1.1077507810834379e-10
227500.0,1.1001310668320507e-10
227750.0,1.0925731644809446e-10
228000.0,1.0850765068856726e-10
228250.0,1.077640526901789e-10
228500.0,1.0702646573848479e-10
228750.0,1.0629483311904023e-10
229000.0,1.0556909811740067e-10
229250.0,1.048492040191215e-10
229500.0,1.0413509410975807e-10
229750.0,1.0342671167486575e-10
230000.0,1.0272400000000002e-10
230250.0,1.0202690296459236e-10
230500.0,1.0133536682357934e-10
230750.0,1.0064933842577357e-10
231000.0,9.996876461998777e-11
231250.0,9.929359225503464e-11
231500.0,9.862376817972684e-11
231750.0,9.795923924287704e-11
232000.0,9.729995229329797e-11
232250.0,9.664585417980227e-11
232500.0,9.599689175120264e-11
232750.0,9.535301185631183e-11
233000.0,9.471416134394245e-11
233250.0,9.408028706290718e-11
233500.0,9.34513358620187e-11
233750.0,9.282725459008978e-11
234000.0,9.220799009593302e-11
234250.0,9.159348922836113e-11
234500.0,9.098369883618683e-11
234750.0,9.037856576822274e-11
235000.0,8.97780368732816e-11
235250.0,8.918205900017608e-11
235500.0,8.859057899771884e-11
235750.0,8.800354371472255e-11
236000.0,8.74209e-11
236250.0,8.684259537306386e-11
236500.0,8.62685800362274e-11
236750.0,8.569880486250395e-11
237000.0,8.51332207249068e-11
237250.0,8.457177849644925e-11
237500.0,8.401442905014469e-11
237750.0,8.346112325900636e-11
238000.0,8.291181199604764e-11
238250.0,8.236644613428184e-11
238500.0,8.182497654672223e-11
238750.0,8.128735410638221e-11
239000.0,8.075352968627502e-11
239250.0,8.0223454159414e-11
239500.0,7.969707839881248e-11
239750.0,7.917435327748381e-11
240000.0,7.865522966844122e-11
240250.0,7.813965844469814e-11
240500.0,7.762759047926783e-11
240750.0,7.711897664516358e-11
241000.0,7.661376781539877e-11
241250.0,7.61119148629867e-11
241500.0,7.561336866094064e-11
241750.0,7.511808008227397e-11
242000.0,7.4626e-11
242250.0,7.413709029720306e-11
242500.0,7.365135689725173e-11
242750.0,7.316881673358561e-11
243000.0,7.268948673964426e-11
243250.0,7.22133838488673e-11
243500.0,7.174052499469432e-11
243750.0,7.127092711056492e-11
244000.0,7.08046071299187e-11
244250.0,7.034158198619524e-11
244500.0,6.988186861283413e-11
244750.0,6.942548394327501e-11
245000.0,6.897244491095744e-11
245250.0,6.852276844932099e-11
245500.0,6.807647149180527e-11
245750.0,6.763357097184992e-11
246000.0,6.719408382289447e-11
246250.0,6.675802697837856e-11
246500.0,6.632541737174181e-11
246750.0,6.589627193642374e-11
247000.0,6.547060760586398e-11
247250.0,6.504844131350213e-11
247500.0,6.462978999277779e-11
247750.0,6.421467057713054e-11
248000.0,6.380309999999998e-11
248250.0,6.339508361462846e-11
248500.0,6.29905804534693e-11
248750.0,6.258953796877859e-11
249000.0,6.21919036128124e-11
249250.0,6.179762483782682e-11
249500.0,6.140664909607792e-11
249750.0,6.101892383982176e-11
250000.0,6.063439652131444e-11
250250.0,6.025301459281207e-11
250500.0,5.987472550657067e-11
250750.0,5.949947671484637e-11
251000.0,5.912721566989521e-11
251250.0,5.875788982397327e-11
251500.0,5.839144662933664e-11
251750.0,5.802783353824143e-11
252000.0,5.766699800294366e-11
252250.0,5.730888747569946e-11
252500.0,5.695344940876489e-11
252750.0,5.660063125439601e-11
253000.0,5.625038046484893e-11
253250.0,5.590264449237971e-11
253500.0,5.555737078924442e-11
253750.0,5.521450680769915e-11
254000.0,5.4874e-11
254250.0,5.4535804671366346e-11
254500.0,5.419990253887097e-11
254750.0,5.386628217254995e-11
255000.0,5.353493214243939e-11
255250.0,5.3205841018575335e-11
255500.0,5.287899737099394e-11
255750.0,5.255438976973124e-11
256000.0,5.2232006784823354e-11
256250.0,5.1911836986306366e-11
256500.0,5.1593868944216365e-11
256750.0,5.127809122858945e-11
257000.0,5.0964492409461686e-11
257250.0,5.065306105686918e-11
257500.0,5.0343785740848e-11
257750.0,5.0036655031434276e-11
258000.0,4.9731657498664074e-11
258250.0,4.942878171257347e-11
258500.0,4.9128016243198585e-11
258750.0,4.8829349660575483e-11
259000.0,4.853277053474027e-11
259250.0,4.823826743572902e-11
259500.0,4.794582893357783e-11
259750.0,4.765544359832279e-11
260000.0,4.73671e-11
260250.0,4.708078614029961e-11
260500.0,4.679648774752825e-11
260750.0,4.6514189981646566e-11
261000.0,4.623387800261523e-11
261250.0,4.59555369703949e-11
261500.0,4.567915204494629e-11
261750.0,4.540470838623004e-11
262000.0,4.513219115420683e-11
262250.0,4.486158550883736e-11
262500.0,4.4592876610082276e-11
262750.0,4.432604961790227e-11
263000.0,4.406108969225801e-11
263250.0,4.379798199311015e-11
263500.0,4.353671168041938e-11
263750.0,4.3277263914146383e-11
264000.0,4.301962385425182e-11
264250.0,4.276377666069637e-11
264500.0,4.2509707493440716e-11
264750.0,4.2257401512445514e-11
265000.0,4.200684387767145e-11
265250.0,4.1758019749079195e-11
265500.0,4.151091428662941e-11
265750.0,4.126551265028278e-11
266000.0,4.10218e-11
266250.0,4.077976203045596e-11
266500.0,4.0539386575182654e-11
266750.0,4.0300662002426276e-11
267000.0,4.006357668043304e-11
267250.0,3.982811897744917e-11
267500.0,3.959427726172088e-11
267750.0,3.936203990149437e-11
268000.0,3.9131395265015875e-11
268250.0,3.8902331720531606e-11
268500.0,3.867483763628776e-11
268750.0,3.8448901380530585e-11
269000.0,3.8224511321506264e-11
269250.0,3.800165582746102e-11
269500.0,3.778032326664106e-11
269750.0,3.756050200729263e-11
270000.0,3.734218041766191e-11
270250.0,3.7125346865995126e-11
270500.0,3.6909989720538516e-11
270750.0,3.6696097349538256e-11
271000.0,3.648365812124058e-11
271250.0,3.627266040389171e-11
271500.0,3.606309256573784e-11
271750.0,3.5854942975025195e-11
272000.0,3.564820000000001e-11
272250.0,3.544285221791122e-11
272500.0,3.52388890420189e-11
272750.0,3.503630009458584e-11
273000.0,3.4835074997874824e-11
273250.0,3.4635203374148673e-11
273500.0,3.443667484567019e-11
273750.0,3.423947903470215e-11
274000.0,3.404360556350738e-11
274250.0,3.384904405434868e-11
274500.0,3.365578412948883e-11
274750.0,3.3463815411190654e-11
275000.0,3.3273127521716946e-11
275250.0,3.3083710083330485e-11
275500.0,3.2895552718294094e-11
275750.0,3.2708645048870576e-11
276000.0,3.2522976697322724e-11
276250.0,3.2338537285913334e-11
276500.0,3.2155316436905225e-11
276750.0,3.197330377256117e-11
277000.0,3.1792488915143997e-11
277250.0,3.161286148691649e-11
277500.0,3.143441111014145e-11
277750.0,3.125712740708168e-11
278000.0,3.1081e-11
278250.0,3.090601879697321e-11
278500.0,3.073217484933434e-11
278750.0,3.055945949423039e-11
279000.0,3.038786406880839e-11
279250.0,3.021737991021537e-11
279500.0,3.0047998355598363e-11
279750.0,2.987971074210438e-11
280000.0,2.971250840688047e-11
280250.0,2.954638268707364e-11
280500.0,2.938132491983093e-11
280750.0,2.921732644229937e-11
281000.0,2.9054378591625966e-11
281250.0,2.8892472704957755e-11
281500.0,2.8731600119441766e-11
281750.0,2.857175217222503e-11
282000.0,2.8412920200454572e-11
282250.0,2.8255095541277405e-11
282500.0,2.8098269531840584e-11
282750.0,2.7942433509291108e-11
283000.0,2.7787578810776015e-11
283250.0,2.7633696773442333e-11
283500.0,2.7480778734437082e-11
283750.0,2.7328816030907293e-11
284000.0,2.71778e-11
284250.0,2.7027722218038485e-11
284500.0,2.6878575218051142e-11
284750.0,2.6730351772242604e-11
285000.0,2.6583044652817524e-11
285250.0,2.6436646631980555e-11
285500.0,2.6291150481936342e-11
285750.0,2.6146548974889523e-11
286000.0,2.6002834883044764e-11
286250.0,2.5860000978606698e-11
286500.0,2.571804003377998e-11
286750.0,2.5576944820769262e-11
287000.0,2.5436708111779176e-11
287250.0,2.5297322679014384e-11
287500.0,2.515878129467952e-11
287750.0,2.502107673097925e-11
288000.0,2.488420176011821e-11
288250.0,2.474814915430105e-11
288500.0,2.4612911685732424e-11
288750.0,2.4478482126616968e-11
289000.0,2.4344853249159338e-11
289250.0,2.4212017825564176e-11
289500.0,2.4079968628036134e-11
289750.0,2.3948698428779853e-11
290000.0,2.38182e-11
290250.0,2.3688466339842726e-11
290500.0,2.355949135022035e-11
290750.0,2.343126915898669e-11
291000.0,2.3303793893995566e-11
291250.0,2.317705968310081e-11
291500.0,2.3051060654156254e-11
291750.0,2.2925790935015714e-11
292000.0,2.2801244653533025e-11
292250.0,2.2677415937562023e-11
292500.0,2.2554298914956507e-11
292750.0,2.2431887713570332e-11
293000.0,2.231017646125731e-11
293250.0,2.2189159285871263e-11
293500.0,2.206883031526602e-11
